SMA5,EMA5,SMA10,EMA10,SMA50,EMA50,SMA100,EMA100,Close
1.7142856,1.7095437829,1.6999999,1.6920557871,1.47267854,1.5253891991,1.40651786,1.4604218899,1.678571
1.7089284,1.6962435219,1.7026785,1.6879807349,1.48196426,1.5310462109,1.40794643,1.4645648822,1.669643
1.7124998,1.7052336813,1.7124999,1.6943867831,1.49214282,1.5385822026,1.40973214,1.4696866469,1.723214
1.7044642,1.7037867875,1.7120535,1.6955697316,1.5016964,1.544947332,1.41111607,1.4742649905,1.700893
1.6901784,1.695381525,1.7075892,1.6924790531,1.5104464,1.5501874758,1.41348214,1.4783106541,1.678571
1.69375,1.6957306833,1.7040178,1.6931972253,1.51892856,1.5559224375,1.41625,1.4826298292,1.696429
1.70625,1.7078681222,1.7075892,1.7002782752,1.52857142,1.5628330478,1.41910714,1.4875706841,1.732143
1.7160714,1.7293524148,1.7142856,1.7133769525,1.53937498,1.5710482616,1.42218749,1.4932093042,1.772321
1.7151786,1.7183779432,1.7098214,1.7102955066,1.54830356,1.5759651533,1.42450892,1.4972334566,1.696429
1.6973216,1.6753472955,1.69375,1.6882937781,1.554375,1.5764875395,1.42553571,1.4990562792,1.589286
1.6723216,1.6407078637,1.6830358,1.6670456366,1.55910716,1.5762891654,1.42642857,1.5004894024,1.571429
1.6330358,1.6057099091,1.6696429,1.6431671572,1.56339286,1.5746979824,1.426875,1.5011869192,1.535714
1.582143,1.5764256061,1.6491072,1.6203834923,1.56678572,1.5724689243,1.42861607,1.5015170198,1.517857
1.5517858,1.565831404,1.6334822,1.6066124937,1.57017858,1.5713777116,1.43071429,1.5023709996,1.544643
1.5473214,1.566208936,1.6223215,1.5994036767,1.57401786,1.5712046248,1.43290179,1.5036500689,1.566964
1.5437498,1.5619962907,1.6080357,1.5910704627,1.5774107,1.5705131101,1.43441964,1.5046386022,1.553571
1.5410712,1.5487711938,1.5870535,1.5785705604,1.5798214,1.5686232235,1.43544642,1.5049887487,1.522321
1.535714,1.5295377959,1.5589285,1.5626615494,1.5809821,1.5655819598,1.43633927,1.5047131497,1.491071
1.516964,1.5033228639,1.5343749,1.542339995,1.58080354,1.5610843535,1.4370982,1.5036474042,1.450893
1.498214,1.4932865759,1.5227677,1.5297716323,1.58116068,1.5576384573,1.43790177,1.5030447625,1.473214
1.4785712,1.480643384,1.5111605,1.5162416991,1.5816071,1.5536274198,1.43879463,1.5021004504,1.455357
1.4633928,1.4692385893,1.502232,1.5035484811,1.58187496,1.5494235602,1.43959821,1.5009980454,1.446429
1.4598214,1.4705637262,1.4977677,1.4980331209,1.58276782,1.54643495,1.44102678,1.5004478663,1.473214
1.4642856,1.4714471508,1.4906248,1.4935205535,1.58383924,1.5435635402,1.44254463,1.4999085818,1.473214
1.4589286,1.4631077672,1.4785713,1.4849584528,1.58464282,1.5397543425,1.44424106,1.4988495802,1.446429
1.4517858,1.4486195115,1.4651785,1.473082916,1.58517854,1.5350440938,1.44549106,1.4972811331,1.419643
1.4482142,1.4419366743,1.4558035,1.4649898403,1.58589282,1.5308686784,1.4467857,1.4959205364,1.428571
1.44375,1.4449221162,1.4517857,1.4624267784,1.58642854,1.5277323772,1.44816963,1.495028902,1.450893
1.4401786,1.4484004108,1.4522321,1.4611413642,1.58678568,1.5248941272,1.44933034,1.4942433198,1.455357
1.4419642,1.4507192739,1.4504464,1.4600896616,1.5866071,1.522167181,1.45075891,1.4934732937,1.455357
1.4383928,1.4344081826,1.4450893,1.4494889959,1.58499996,1.5174463504,1.45165177,1.4916577037,1.401786
1.4419644,1.4384151217,1.4450893,1.448932633,1.58374996,1.5146613562,1.45325892,1.4907620858,1.446429
1.4375,1.4351337478,1.440625,1.4452305179,1.58196424,1.5112852638,1.45450892,1.4895305791,1.428571
1.4321428,1.4329461652,1.4361607,1.4422015146,1.5796428,1.5080415672,1.4558482,1.4883234588,1.428571
1.4214286,1.4225594435,1.4316964,1.4348532392,1.57633924,1.5038746822,1.45700892,1.4866098457,1.401786
1.4178572,1.409682629,1.428125,1.4255942867,1.57187496,1.49917093,1.45834821,1.4845765616,1.383929
1.4017856,1.3951454193,1.421875,1.4147718709,1.56633924,1.4939513249,1.45959821,1.4822299169,1.366071
1.3964286,1.3973589462,1.4169643,1.4124108035,1.56196424,1.4903369984,1.4609375,1.480636968,1.401786
1.3919644,1.4003226308,1.4120536,1.4112906574,1.55776782,1.4870394691,1.46223214,1.4791639587,1.40625
1.3955358,1.4067627539,1.4084822,1.4128092651,1.5541964,1.4843964703,1.46383928,1.4779853259,1.419643
1.4035714,1.4125441692,1.4107143,1.4148633987,1.54999996,1.4820321773,1.46575892,1.4769184283,1.424107
1.419643,1.4238391128,1.4107143,1.420602599,1.5460714,1.4806359743,1.46772321,1.4763146773,1.446429
1.4339286,1.4402974086,1.4151786,1.4301683082,1.54303568,1.4803449165,1.46995535,1.4762532777,1.473214
1.4580358,1.469126939,1.4250001,1.4477351613,1.53946426,1.4821661354,1.47263392,1.4772539257,1.526786
1.4866072,1.5002512927,1.4410715,1.4686014956,1.53624998,1.4853164831,1.47575892,1.4789419668,1.5625
1.5169644,1.5254651951,1.4602679,1.4881090419,1.53312498,1.4888685033,1.47892856,1.4808617892,1.575893
1.5419644,1.5407864634,1.4808037,1.5032581252,1.53062498,1.4921061699,1.48218749,1.4826551993,1.571429
1.5562502,1.5420719756,1.4950894,1.5107826479,1.5274107,1.4941664377,1.48517856,1.4838826805,1.544643
1.5500002,1.5265599837,1.504018,1.5080105301,1.5225,1.494220146,1.48767856,1.4841134393,1.495536
1.5285716,1.5028256558,1.5075894,1.498437161,1.51660714,1.4926961011,1.49013392,1.4835440049,1.455357
1.5089288,1.4944434372,1.5129466,1.4946629499,1.5125893,1.4921071952,1.49263392,1.4834278662,1.477679
1.4830358,1.4769502915,1.5125001,1.4850813226,1.50803572,1.4901407954,1.49499999,1.4826067995,1.441964
1.4669644,1.472728861,1.5116073,1.4813003549,1.50285716,1.4891268818,1.49749999,1.4822440114,1.464286
1.469643,1.484795574,1.5098216,1.4863237449,1.49901788,1.4899034355,1.50035714,1.482772427,1.508929
1.4803574,1.4928400493,1.5044645,1.4904337913,1.49562504,1.490649536,1.50303572,1.483290379,1.508929
1.4910716,1.5056433662,1.5000002,1.4978549201,1.49232146,1.4922417111,1.50562501,1.4842400744,1.53125
1.5151788,1.5245955775,1.4991073,1.509608571,1.4889286,1.4949969381,1.50875001,1.4857897759,1.5625
1.5375002,1.5416947183,1.5022323,1.5216602854,1.48500004,1.4981693327,1.51218751,1.4875739982,1.575893
1.5553572,1.5605344789,1.5125001,1.5355791426,1.48303574,1.502092653,1.51566965,1.4897648893,1.598214
1.5732142,1.5730943193,1.5267858,1.5469672985,1.4832143,1.5058621176,1.51879465,1.4919123965,1.598214
1.5821428,1.5740272128,1.5366072,1.5522265169,1.48330358,1.5086084267,1.52120537,1.4935753787,1.575893
1.5875,1.5791134752,1.5513394,1.5589646048,1.48437502,1.5117722531,1.52388394,1.4954706385,1.589286
1.5901786,1.5825043168,1.5638394,1.5644775857,1.4858036,1.5148120079,1.52629466,1.4973283685,1.589286
1.5892858,1.5862528779,1.5723215,1.5697998429,1.48678574,1.5179076154,1.52848216,1.4992377077,1.59375
1.5892858,1.5902399186,1.58125,1.5749660532,1.48741074,1.5210568854,1.5307143,1.5011976343,1.598214
1.59375,1.5928979457,1.5879464,1.5791929527,1.4883036,1.5240826546,1.53285715,1.5031187504,1.598214
1.5955356,1.5946699638,1.5915178,1.5826513249,1.48982146,1.5269897662,1.53482143,1.5050018247,1.598214
1.599107,1.5988276425,1.5946428,1.5871043567,1.4921429,1.5301330303,1.5365625,1.5070244222,1.607143
1.6071428,1.610528095,1.5982143,1.5956179282,1.49580362,1.5342034604,1.53830358,1.5095373842,1.633929
1.6160714,1.6213043967,1.6026786,1.6042068504,1.49919648,1.5384643836,1.54017858,1.5121773765,1.642857
1.6178572,1.6165839311,1.6058036,1.6047406958,1.5022322,1.5411576626,1.54191965,1.5140578839,1.607143
1.6178572,1.6104606207,1.6066964,1.6035540238,1.5052679,1.5433951661,1.54357143,1.5157243417,1.598214
1.6178572,1.6093547472,1.6084821,1.6042065649,1.50794648,1.5458950811,1.54535715,1.5175346121,1.607143
1.6053572,1.5967128314,1.60625,1.5982470077,1.50991078,1.5468964113,1.54687501,1.5186018278,1.571429
1.5857144,1.579356221,1.6008929,1.5885008245,1.51187506,1.5468080422,1.54825894,1.5191174945,1.544643
1.5830358,1.5841541473,1.6004465,1.58945522,1.5153572,1.5486489033,1.55026787,1.5205953659,1.59375
1.5830358,1.5888407649,1.6004465,1.5910477255,1.51875006,1.5505926326,1.55232144,1.5221323686,1.598214
1.582143,1.5934535099,1.6000001,1.5931625027,1.52178578,1.5526352352,1.55410716,1.5237273514,1.602679
1.5910714,1.6009926733,1.5982143,1.597327684,1.52500006,1.5551229123,1.55589287,1.5255559385,1.616071
1.605357,1.6060187822,1.5955357,1.6007355596,1.52821434,1.5575130334,1.55741072,1.5273483159,1.616071
1.6062498,1.6034171881,1.5946428,1.6002770942,1.5321429,1.5591091497,1.55857143,1.5287515968,1.598214
1.611607,1.6106114587,1.5973214,1.604772168,1.53571432,1.5616931046,1.55973214,1.5306575058,1.625
1.6089284,1.6035029725,1.5955357,1.6019565011,1.53892862,1.5627751789,1.56044643,1.5318184661,1.589286
1.6026784,1.5972756483,1.5968749,1.5988409554,1.54205362,1.5636397209,1.56084821,1.5328680212,1.584821
1.5910714,1.5841957656,1.5982142,1.5914218726,1.54517862,1.5634199672,1.56075893,1.533366397,1.558036
1.5875,1.582916177,1.5968749,1.5894100776,1.54910718,1.5640841645,1.56049107,1.534296904,1.580357
1.5875,1.596944118,1.5995535,1.5958809726,1.55428576,1.5664730208,1.5603125,1.5360930049,1.625
1.6133928,1.6375460787,1.6111606,1.6182207958,1.56062504,1.5724446671,1.56129464,1.5397099751,1.71875
1.65,1.6809830525,1.6263392,1.6454273783,1.56785718,1.5801078958,1.5628125,1.544227738,1.767857
1.6919642,1.709941035,1.6415178,1.6676873096,1.57482146,1.5874706058,1.56450893,1.5486560402,1.767857
1.725,1.7218060233,1.65625,1.6818416169,1.58125004,1.5936692487,1.565625,1.5525546533,1.745536
1.7482142,1.7282276822,1.6678571,1.6926105957,1.58714288,1.5994497095,1.56660714,1.5562876502,1.741071
1.73125,1.6967947881,1.6723214,1.6819412146,1.59035718,1.6008018386,1.56669643,1.5578251027,1.633929
1.7116072,1.6877441921,1.6808036,1.6797051756,1.59321432,1.603501492,1.56633929,1.5600393185,1.669643
1.6955358,1.6876627947,1.69375,1.6811224164,1.59571432,1.6067955511,1.56598215,1.5625632924,1.6875
1.6910714,1.6995131965,1.7080357,1.6887754316,1.59866074,1.6113609805,1.56589286,1.5657444945,1.723214
1.6910714,1.7133657977,1.7196428,1.6982837168,1.60205358,1.6164476479,1.56633928,1.5692163065,1.741071
1.7071428,1.7136725318,1.7191964,1.7011932228,1.60544644,1.620284446,1.56642857,1.5720889737,1.714286
1.7071428,1.6989960212,1.709375,1.6954568187,1.60892858,1.6222200756,1.56571429,1.5740207366,1.669643
1.7098214,1.6996283475,1.7026786,1.6964452153,1.6138393,1.6253052883,1.56522322,1.5765330586,1.700893
1.6973214,1.6866568983,1.6941964,1.6899486307,1.6175,1.6266938652,1.56504465,1.578200008,1.660714
1.6723214,1.6631282655,1.6816964,1.6765163342,1.62098214,1.6262772823,1.56450893,1.5789499286,1.616071
1.6526784,1.6474425104,1.6799106,1.6655262734,1.62401784,1.6258770359,1.5634375,1.5796849993,1.616071
1.6455356,1.6429380069,1.6763392,1.6597813146,1.62651784,1.6261927992,1.56276786,1.580759138,1.633929
1.6374998,1.6488633379,1.6736606,1.6599508938,1.62955354,1.6275465718,1.56258929,1.5823424026,1.660714
1.6348212,1.6483492253,1.6660713,1.6576545495,1.63187496,1.6283220396,1.56209821,1.5836291075,1.647321
1.6258928,1.6227091502,1.6491071,1.6419771768,1.63205354,1.62609094,1.56049107,1.5833875212,1.571429
1.6116072,1.5966871001,1.6321428,1.6242800538,1.63142854,1.6228969031,1.55821429,1.5826203029,1.544643
1.59375,1.5793390668,1.6196428,1.6098005894,1.63035712,1.6198281226,1.55669643,1.5818682771,1.544643
1.575893,1.5767023778,1.6066964,1.6028239368,1.62982142,1.6179301178,1.55651786,1.5816615588,1.571429
1.5678574,1.5868492519,1.6013393,1.603609221,1.63044642,1.6175070936,1.556875,1.5821661418,1.607143
1.582143,1.6055185013,1.6040179,1.6107451808,1.63151784,1.6185012075,1.55794643,1.5833679409,1.642857
1.607143,1.6268933342,1.6093751,1.6214538752,1.63312498,1.620506768,1.55946429,1.5850763579,1.669643
1.6303572,1.6381668894,1.6120536,1.6285920797,1.63446426,1.6220835222,1.560625,1.586574133,1.660714
1.6357142,1.6248492596,1.6058036,1.6230687925,1.63446426,1.6211474625,1.5609375,1.5868046255,1.598214
1.630357,1.6100185064,1.5991072,1.6153030121,1.63410712,1.6195478366,1.56120536,1.5866769497,1.580357
1.6214284,1.6060836709,1.6017857,1.612195919,1.63410712,1.6187112155,1.56196429,1.5869054061,1.598214
1.6071426,1.6034604473,1.6071428,1.6096537519,1.63392854,1.6179074031,1.56303572,1.5871293387,1.598214
1.598214,1.6076639649,1.6142856,1.6108205243,1.63357138,1.6178353873,1.5646875,1.5877024409,1.616071
1.6017854,1.6104663099,1.6187498,1.6117751562,1.63303566,1.6177661957,1.56611607,1.5882641945,1.616071
1.6053568,1.6063822066,1.6178569,1.6093094914,1.63285708,1.6169994429,1.56754464,1.5884612204,1.598214
1.6053568,1.6036594711,1.6133926,1.6072921294,1.63285708,1.6162627589,1.56906249,1.5886543447,1.598214
1.5999998,1.5929159807,1.6035712,1.6007715604,1.6321428,1.6145045722,1.57004464,1.5883132488,1.571429
1.5919642,1.5872416538,1.5950891,1.5962481858,1.63223208,1.6129903929,1.57107143,1.5880673033,1.575893
1.5830358,1.5819707692,1.5924106,1.5917356065,1.6327678,1.6113605344,1.57232143,1.5877378319,1.571429
1.5794644,1.5814328461,1.5924106,1.589666769,1.63249994,1.6101447095,1.57392857,1.5875916768,1.580357
1.5741074,1.5780982308,1.5897321,1.586350811,1.63196424,1.6086264464,1.57535715,1.5872716238,1.571429
1.5830358,1.5907558205,1.5915178,1.5917544817,1.63223208,1.6089183897,1.57700893,1.5878419085,1.616071
1.5892858,1.5962182137,1.590625,1.5945523941,1.63205352,1.6088487665,1.57852679,1.5882241083,1.607143
1.5803572,1.5730741424,1.5816965,1.5822312316,1.63026782,1.6056306188,1.57924108,1.5870075121,1.526786
1.569643,1.5576447616,1.5745537,1.5721502804,1.62883926,1.602538673,1.58049108,1.5858150069,1.526786
1.5535714,1.5354535078,1.5638394,1.557408593,1.62616068,1.5981673917,1.5809375,1.583938888,1.491071
1.5107144,1.4908976718,1.5468751,1.5291135761,1.62241068,1.5904661607,1.58066965,1.5803319001,1.401786
1.4464286,1.4225031146,1.5178572,1.4848591077,1.61642854,1.5785150955,1.57924108,1.5744978823,1.285714
1.3982142,1.376906743,1.4892857,1.4486509063,1.6109821,1.5670326996,1.57808036,1.5687793896,1.285714
1.3419642,1.3331164954,1.4558036,1.4117209234,1.60428568,1.5544249859,1.57669643,1.5623785304,1.245536
1.2848214,1.2905299969,1.4191964,1.37420021,1.59589282,1.5407360453,1.57508929,1.5553087971,1.205357
1.2526784,1.2740436646,1.3816964,1.3499948991,1.58633924,1.5289844749,1.57348214,1.5490862665,1.241071
1.2455356,1.2660291097,1.3459821,1.3318140084,1.5759821,1.5180439073,1.57191964,1.5431637661,1.25
1.24375,1.2696147398,1.3209821,1.3218089159,1.56616068,1.5085828129,1.57049107,1.5378889589,1.276786
1.2535714,1.2779574932,1.2977678,1.3168696585,1.55714282,1.5001930163,1.56919643,1.5330722072,1.294643
1.2732142,1.2864953288,1.2790178,1.3144517206,1.54839282,1.492482349,1.56776785,1.5285276289,1.303571
1.2785714,1.2802825525,1.2656249,1.3059799532,1.54107138,1.4836735117,1.56571428,1.5233658342,1.267857
1.2794642,1.2716763684,1.2624999,1.2966134163,1.5327678,1.4746849034,1.56299106,1.5180410454,1.254464
1.2714284,1.2599865789,1.2575892,1.2857031588,1.52374994,1.4653485151,1.55973213,1.512468094,1.236607
1.2642856,1.2596340526,1.2589285,1.2808351299,1.51446424,1.4572536321,1.55656249,1.5074475179,1.258929
1.2696428,1.2832083684,1.2714285,1.2898391063,1.50624996,1.4522772936,1.55415177,1.503940775,1.330357
1.2839286,1.3019009123,1.28125,1.2988294506,1.49874996,1.4478462625,1.5520982,1.5006802844,1.339286
1.3017858,1.3158506082,1.290625,1.3069968232,1.4922321,1.4437640561,1.55058034,1.497572754,1.34375
1.3241072,1.3266384055,1.2977678,1.3144908554,1.48517852,1.4400169951,1.54950891,1.4946151549,1.348214
1.34375,1.3368066036,1.3040178,1.3222457907,1.4791071,1.4367670345,1.54830355,1.491892934,1.357143
1.3464286,1.3391210691,1.3080357,1.326155647,1.47366068,1.4331193077,1.54732141,1.4889594106,1.34375
1.3357142,1.3213187127,1.3098214,1.3188026202,1.46705354,1.4273387074,1.54553569,1.484934749,1.285714
1.3133928,1.2915934752,1.3075893,1.3030463257,1.45901782,1.4196839737,1.54276783,1.4799289718,1.232143
1.2901786,1.2717766501,1.3071429,1.2901548119,1.4504464,1.4123294257,1.53999997,1.4750223189,1.232143
1.2633928,1.2555891001,1.3035714,1.2779837552,1.44196426,1.4049131345,1.53691961,1.4700360155,1.223214
1.24375,1.2522380667,1.2950893,1.2720841633,1.4354464,1.3986630508,1.53374997,1.4655904707,1.245536
1.2241072,1.2306587111,1.2799107,1.2567052246,1.42830354,1.3903821469,1.52986604,1.4600837287,1.1875
1.2089286,1.2058558074,1.2611607,1.2384406383,1.42053568,1.3812004941,1.5254464,1.4540672192,1.15625
1.2071428,1.2116418716,1.2486607,1.2356721586,1.41357138,1.3750049453,1.5216964,1.4494958683,1.223214
1.2,1.2035945811,1.2316964,1.2269135843,1.40517852,1.3676518102,1.51781247,1.4443078313,1.1875
1.1919642,1.2041820541,1.2178571,1.2229942053,1.39642852,1.3612873078,1.51397318,1.4395761317,1.205357
1.1973214,1.207550036,1.2107143,1.2214108953,1.38732138,1.3555225506,1.51022318,1.435114941,1.214286
1.2098214,1.2112833574,1.209375,1.2209270961,1.3784821,1.3501589212,1.50647318,1.4308304867,1.21875
1.1991072,1.1974032382,1.203125,1.211602715,1.36991068,1.3430798655,1.50218747,1.4256584573,1.169643
1.1991072,1.1941021588,1.1995536,1.2072204032,1.36205354,1.3369786943,1.49808033,1.4209424482,1.1875
1.200893,1.2008301059,1.1964286,1.2085050572,1.35437498,1.3321672161,1.49424105,1.4168502413,1.214286
1.200893,1.2053154039,1.1991072,1.2095561377,1.34669642,1.3275444233,1.49031248,1.4128390682,1.214286
1.1973216,1.2038412693,1.2035715,1.2079810217,1.33839286,1.3225777008,1.48598212,1.4086421164,1.200893
1.2080358,1.2102988462,1.2035715,1.2107506541,1.33053572,1.3186810851,1.48178569,1.4049702725,1.223214
1.2205358,1.2235325641,1.2098215,1.2178868988,1.32357144,1.3159877092,1.47821426,1.4019015542,1.25
1.2258928,1.2293787094,1.2133929,1.22210219,1.31642858,1.313049799,1.47464283,1.3987167908,1.241071
1.2205356,1.2154191396,1.2107143,1.2158108827,1.30875,1.3081262775,1.4704464,1.3945342801,1.1875
1.2160712,1.2031364264,1.2066964,1.2090399949,1.30080356,1.3030456784,1.46651782,1.3902577795,1.178571
1.2160712,1.2098289509,1.2120535,1.2116170868,1.29383926,1.2999150243,1.46330353,1.3869499818,1.223214
1.2089284,1.211314634,1.2147321,1.2121023437,1.28651784,1.2965570234,1.45950889,1.3835308931,1.214286
1.2071428,1.2182574226,1.2165178,1.2157460994,1.27973212,1.2940309832,1.45584818,1.380533113,1.232143
1.2142856,1.2199096151,1.2174106,1.2171038995,1.27187498,1.2912538466,1.45205353,1.3774178831,1.223214
1.2232142,1.2210110767,1.2196427,1.2182148269,1.2641964,1.2885856174,1.44812496,1.3743643408,1.223214
1.2196428,1.2157930512,1.217857,1.2158770402,1.25776782,1.28532175,1.44401782,1.3710176608,1.205357
1.2160714,1.2093383674,1.2124999,1.2123410329,1.25116068,1.2818357598,1.43999997,1.3675604596,1.196429
1.2125,1.2109875783,1.2098214,1.2126946633,1.24562498,1.2791867496,1.43589283,1.3645253218,1.214286
1.2035714,1.2001820522,1.2089285,1.2064903608,1.24116068,1.275241034,1.43178568,1.360843058,1.178571
1.1964286,1.1959547015,1.2098214,1.203037568,1.2391964,1.2718002091,1.42781247,1.3574105222,1.1875
1.1982144,1.2020651343,1.2089286,1.2050827374,1.23776784,1.2695447499,1.42437497,1.3545763732,1.214286
1.1982144,1.2001864229,1.2071429,1.2035093306,1.2367857,1.2666774656,1.42053569,1.3514447421,1.196429
1.1982144,1.2048862819,1.2053572,1.2054687251,1.23696428,1.2646228983,1.41642855,1.3487287274,1.214286
1.207143,1.2109955213,1.2053572,1.2086951387,1.23660714,1.26299902,1.41147319,1.3462432873,1.223214
1.2107144,1.2091160142,1.2035715,1.2080882044,1.23571428,1.2607385486,1.40584819,1.3434534598,1.205357
1.2142858,1.2167916761,1.2062501,1.2124618036,1.23482142,1.2596171545,1.40049105,1.3412492923,1.232143
1.2267858,1.2308374507,1.2125001,1.2209103847,1.23410714,1.2595901681,1.39562498,1.3396191875,1.258929
1.2366072,1.2416893005,1.2174108,1.2286344966,1.23330358,1.2597392987,1.3908482,1.338109758,1.263393
1.2544644,1.265292867,1.2308037,1.24388277,1.23419644,1.2618083458,1.38763391,1.3376026341,1.3125
1.2767858,1.282516578,1.2437501,1.2571702663,1.23544644,1.2639713127,1.38410712,1.3371939483,1.316964
1.2919644,1.291023052,1.2531251,1.2664185815,1.23687502,1.2656993396,1.38031248,1.3366165631,1.308036
1.3035714,1.2996700347,1.2651786,1.2756086576,1.23803572,1.2677097185,1.37624998,1.3362274035,1.316964
1.3151786,1.3069230231,1.2758929,1.283939629,1.23785716,1.269816357,1.37205356,1.3359343658,1.321429
1.3151786,1.3087820154,1.2848215,1.2891324237,1.23732144,1.2714902253,1.3680357,1.3354703189,1.3125
1.3392858,1.3516880103,1.3080358,1.3161083467,1.23919644,1.2780004126,1.36571427,1.3374907087,1.4375
1.3803572,1.4055896735,1.3361608,1.3519782836,1.24250002,1.2872314944,1.36383927,1.3409739224,1.513393
1.4125002,1.429619449,1.3580358,1.3748329593,1.24491074,1.294700024,1.36200892,1.3436809536,1.477679
1.4455358,1.4486152993,1.3803572,1.3951555122,1.24776788,1.3022257878,1.36071428,1.3465111723,1.486607
1.4741072,1.4508625329,1.3946429,1.4061012372,1.25116074,1.3082309334,1.35910714,1.3486665353,1.455357
1.488393,1.4702180219,1.4138394,1.4247971941,1.25669646,1.3161014458,1.35785714,1.3518400494,1.508929
1.4875002,1.4831216813,1.4339287,1.4400938861,1.26223218,1.3236633107,1.35633929,1.3549507217,1.508929
1.4919644,1.4887477875,1.4522323,1.4509859068,1.2677679,1.330578475,1.35486608,1.3578229846,1.5
1.4892858,1.4835698583,1.4674108,1.4550273783,1.27232146,1.336172025,1.35388393,1.3601079552,1.473214
1.4919644,1.4786299056,1.4830358,1.4575224004,1.27794646,1.3413711612,1.353125,1.3622592829,1.46875
1.4776786,1.464919937,1.4830358,1.453881964,1.28357146,1.3451409196,1.35205357,1.3637491981,1.4375
1.4633928,1.455779958,1.4754465,1.4509034251,1.28785718,1.3487628443,1.35071428,1.36520961,1.4375
1.461607,1.4675436387,1.4767857,1.4582066205,1.2939286,1.3543435563,1.34955356,1.3677019147,1.491071
1.461607,1.4694337591,1.4754464,1.460935235,1.29928574,1.3590051424,1.34785713,1.3697912629,1.473214
1.455357,1.4587891727,1.4736607,1.4566742832,1.30375002,1.3620833721,1.3455357,1.37113203,1.4375
1.4526784,1.4472284485,1.4651785,1.4507529589,1.30785716,1.3645156712,1.34316963,1.3721810393,1.424107
1.4589284,1.454402299,1.4611606,1.4540251482,1.3138393,1.3686032919,1.34187499,1.374093296,1.46875
1.455357,1.460672866,1.458482,1.4575140304,1.31955358,1.3727056726,1.34080356,1.3760560822,1.473214
1.4642856,1.479734244,1.4629463,1.4684854794,1.325625,1.3783978816,1.33999999,1.3788640212,1.517857
1.4857142,1.501370496,1.4705356,1.4823323013,1.33223214,1.384917298,1.33946428,1.3821467732,1.544643
1.5133928,1.5217469973,1.4830356,1.4969082465,1.33946428,1.3918813255,1.33892857,1.3857181242,1.5625
1.5285714,1.5293789982,1.4937499,1.5055872926,1.34589286,1.3978719794,1.33821429,1.3888651515,1.544643
1.5428572,1.5344669988,1.4991071,1.5126883303,1.35178572,1.4036277057,1.33767858,1.3919498614,1.544643
1.5267858,1.5021446659,1.4955357,1.4990177248,1.3557143,1.404956031,1.33607144,1.3928518443,1.4375
1.5053572,1.4805964439,1.4955357,1.4878326839,1.3607143,1.406232265,1.33473215,1.3937359662,1.4375
1.4767858,1.4602786293,1.4950893,1.4754345596,1.36553574,1.4067581762,1.33316965,1.3942489768,1.419643
1.444643,1.4348287529,1.4866072,1.4587971851,1.36875004,1.4058629144,1.33129465,1.3940446208,1.383929
1.4125002,1.4178621686,1.4776787,1.4451847878,1.3721429,1.4050027609,1.32933037,1.3938443115,1.383929
1.4026788,1.4080391124,1.4647323,1.4348590082,1.3752679,1.4043513977,1.32750001,1.3937363647,1.388393
1.394643,1.4044664083,1.4500001,1.4280339158,1.37875004,1.4040756959,1.32531251,1.3938073476,1.397321
1.3919644,1.4050609388,1.4343751,1.4240732038,1.38241076,1.4041609627,1.32330358,1.3940537367,1.40625
1.3982144,1.4084336259,1.4214287,1.4224560759,1.3866072,1.4045930426,1.32218751,1.3944720588,1.415179
1.4053572,1.4121700839,1.4089287,1.4219446075,1.39107148,1.405183237,1.32111608,1.3949704933,1.419643
1.4133928,1.417637056,1.4080358,1.4231494062,1.39535718,1.4061004042,1.32049108,1.3956358498,1.428571
1.4196428,1.421281704,1.4071429,1.4241351505,1.40035718,1.406981604,1.32075893,1.396288031,1.428571
1.4348214,1.4415688026,1.4133929,1.4346820322,1.40625004,1.4099291097,1.32272322,1.3979881294,1.482143
1.4499998,1.4580695351,1.4241071,1.4449345718,1.41178574,1.4131111446,1.32477679,1.3998313546,1.491071
1.4651784,1.4705583567,1.4352678,1.4541348315,1.41776788,1.4163434919,1.32727679,1.4017264961,1.495536
1.475,1.4729319045,1.4441964,1.4584155894,1.42303574,1.418748806,1.33000001,1.403230506,1.477679
1.49375,1.4893949363,1.4566964,1.470034755,1.42901788,1.4228104606,1.33281251,1.4055887337,1.522321
1.4955356,1.4899536242,1.4651785,1.4738595268,1.43473216,1.4254873445,1.33522322,1.4072814518,1.491071
1.4955356,1.4903260828,1.4727677,1.4769888856,1.43991072,1.4280592526,1.33736607,1.4089406508,1.491071
1.4937498,1.4890863885,1.4794641,1.4787376336,1.44446428,1.4303552427,1.33928571,1.4104785983,1.486607
1.4946426,1.4867719257,1.4848213,1.4793567912,1.44883928,1.4323861351,1.34107143,1.4118976953,1.482143
1.474107,1.4643956171,1.4839285,1.4684997382,1.45098214,1.4318864043,1.34258929,1.4120510677,1.419643
1.4580356,1.4465017448,1.4767856,1.4579932404,1.45285714,1.431056114,1.34415179,1.4120245911,1.410714
1.4553572,1.4568941632,1.4754464,1.4615724694,1.45625,1.4328844624,1.34656251,1.4133246784,1.477679
1.4580358,1.4712627754,1.4758928,1.4685592931,1.45991072,1.4355164443,1.34897322,1.4150410214,1.5
1.4616072,1.4808418503,1.4781249,1.4742757853,1.46348214,1.4380452112,1.35066965,1.4167233774,1.5
1.4633928,1.4634182335,1.4687499,1.4659658243,1.46580356,1.4376736735,1.3515625,1.4169579838,1.428571
